Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
3631,NASCAR: The IMAX Experience,22248831,21583831,665000,2004.csv,2004,0.970110789191576,0.029889210808424046
3632,Neuilly Yo Mama!,22243482,0,22243482,2009.csv,2009,0.0,1.0
3633,Reign Over Me,22242388,19661987,2580401,2007.csv,2007,0.8839872319464979,0.11601276805350216
3634,Waitress,22240529,19074800,3165729,2007.csv,2007,0.8576594558519719,0.14234054414802813
3635,A.R.O.G,22212369,0,22212369,2008.csv,2008,0.0,1.0
3636,Gooische vrouwen,22194574,0,22194574,2011.csv,2011,0.0,1.0
3637,Upside Down,22187813,105095,22082718,2012.csv,2012,0.004736609236791386,0.9952633907632086
3638,Fanaa,22175908,2105352,20070556,2006.csv,2006,0.09493870555379288,0.9050612944462071
3639,The Marine,22165608,18844784,3320824,2006.csv,2006,0.8501812357233783,0.1498187642766217
3640,Ghosts of the Abyss,22141539,17040871,5100668,2003.csv,2003,0.7696335381203628,0.2303664618796372
3641,Unbowed,22132903,0,22132903,2012.csv,2012,0.0,1.0
3642,Ip Man,22108789,0,22108789,2008.csv,2008,0.0,1.0
3643,The Glass Castle,22088533,17273059,4815474,2017.csv,2017,0.7819921313923383,0.21800786860766172
3644,Manual of Love,22079820,0,22079820,2005.csv,2005,0.0,1.0
3645,Stree,22075730,0,22075730,2018.csv,2018,0.0,1.0
3646,Gretel & Hansel,22051055,15347654,6703401,2020.csv,2020,0.6960054292186927,0.3039945707813073
3647,A Thousand Words,22044277,18450127,3594150,2010.csv,2010,0.8369576829396582,0.16304231706034178
3648,"Me, Them and Lara",22039646,0,22039646,2010.csv,2010,0.0,1.0
3649,Crows Zero,22036607,0,22036607,2007.csv,2007,0.0,1.0
3650,Little Black Book,22035509,20698668,1336841,2004.csv,2004,0.9393324202313639,0.06066757976863616
3651,Reno 911! Miami,22021262,20342161,1679101,2007.csv,2007,0.9237509185440871,0.07624908145591293
3652,My Blueberry Nights,22007671,867275,21140396,2007.csv,2007,0.039407850108264524,0.9605921498917355
3653,A Rainy Day in New York,22002504,0,22002504,2019.csv,2019,0.0,1.0
3654,Wild Child,21972336,0,21972336,2008.csv,2008,0.0,1.0
3655,Kaamelott: First Installment,21965451,188000,21777451,2021.csv,2021,0.00855889551277595,0.991441104487224
3656,Love Don't Cost a Thing,21964072,21924226,39846,2003.csv,2003,0.9981858555189584,0.0018141444810415846
3657,Unaccompanied Minors,21949234,16655224,5294010,2006.csv,2006,0.7588066171238596,0.24119338287614045
3658,Leap! 2017 Re-release,21929861,21858070,71791,2017.csv,2017,0.9967263358395204,0.003273664160479631
3659,Moss,21925534,0,21925534,2010.csv,2010,0.0,1.0
3660,OSS 117: Lost in Rio,21924245,89375,21834870,2009.csv,2009,0.004076537185202957,0.995923462814797
3661,Unfair: The Movie,21914005,0,21914005,2007.csv,2007,0.0,1.0
3662,Like Stars on Earth,21897373,1223869,20673504,2007.csv,2007,0.05589113360767065,0.9441088663923294
3663,Flicka,21893591,21000147,893444,2006.csv,2006,0.9591915277854601,0.04080847221453986
3664,"Grande, grosso e... Verdone",21860130,0,21860130,2008.csv,2008,0.0,1.0
3665,The Immature,21858834,0,21858834,2011.csv,2011,0.0,1.0
3666,Do You Know Claudia?,21852972,0,21852972,2004.csv,2004,0.0,1.0
3667,Pleasant Goat and Big Big Wolf 3,21847806,0,21847806,2011.csv,2011,0.0,1.0
3668,Mr. 3000,21839377,21811187,28190,2004.csv,2004,0.9987092122637015,0.0012907877362985218
3669,Rob-B-Hood,21836580,0,21836580,2006.csv,2006,0.0,1.0
3670,Poupelle of Chimney Town,21830600,0,21830600,2020.csv,2020,0.0,1.0
3671,The Flight Before Christmas,21822495,0,21822495,2008.csv,2008,0.0,1.0
3672,The Barbarian Invasions 2003 Re-release,21815430,3435749,18379681,2003.csv,2003,0.1574916928064219,0.8425083071935782
3673,The Rebound,21791288,0,21791288,2009.csv,2009,0.0,1.0
3674,Phone,21784403,0,21784403,2002.csv,2002,0.0,1.0
3675,Torrente 3: El protector,21762391,0,21762391,2005.csv,2005,0.0,1.0
3676,Confession of Murder,21701525,0,21701525,2012.csv,2012,0.0,1.0
3677,22 Bullets,21695883,0,21695883,2010.csv,2010,0.0,1.0
3678,White Oleander,21672284,16357770,5314514,2002.csv,2002,0.7547783150128523,0.24522168498714764
3679,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,21645379,0,21645379,2010.csv,2010,0.0,1.0
3680,StreetDance 2 2012 Re-release,21638853,0,21638853,2012.csv,2012,0.0,1.0
3681,After We Fell,21584600,2170750,19413850,2021.csv,2021,0.10056938743363324,0.8994306125663668
3682,Just Wright,21584424,21540363,44061,2010.csv,2010,0.9979586668608807,0.0020413331391192094
3683,Man of the House,21577624,19699706,1877918,2005.csv,2005,0.91296919438396,0.08703080561604003
3684,Wolfhound,21573338,0,21573338,2006.csv,2006,0.0,1.0
3685,Épouse-moi mon pote,21571464,0,21571464,2017.csv,2017,0.0,1.0
3686,Wicker Park,21568818,13001257,8567561,2004.csv,2004,0.6027802265288714,0.3972197734711286
3687,Quick,21561934,0,21561934,2011.csv,2011,0.0,1.0
3688,2012 2012 Re-release,21538353,0,21538353,2012.csv,2012,0.0,1.0
3689,Win a Date with Tad Hamilton!,21513434,17071962,4441472,2004.csv,2004,0.7935489053026124,0.20645109469738768
3690,Black Christmas,21510851,16273581,5237270,2006.csv,2006,0.7565289257965666,0.24347107420343342
3691,Chak De! India,21505244,1120404,20384840,2007.csv,2007,0.052099106617902124,0.9479008933820978
3692,My Soul to Take,21500813,14744435,6756378,2010.csv,2010,0.6857617430559486,0.3142382569440514
3693,Winged Migration,21493351,924651,20568700,2001.csv,2001,0.04302032754222457,0.9569796724577754
3694,Over Her Dead Body,21458111,7563670,13894441,2008.csv,2008,0.35248536089686555,0.6475146391031344
3695,K-20: The Fiend with Twenty Faces,21443265,0,21443265,2008.csv,2008,0.0,1.0
3696,K-On! The Movie,21434003,0,21434003,2011.csv,2011,0.0,1.0
3697,The Merchant of Venice,21417725,3765585,17652140,2004.csv,2004,0.17581629234664278,0.8241837076533572
3698,Our Family Wedding,21409028,20255281,1153747,2010.csv,2010,0.9461093235993713,0.053890676400628744
3699,Crazy Romance,21386368,0,21386368,2019.csv,2019,0.0,1.0
3700,Year One in the North,21360942,0,21360942,2005.csv,2005,0.0,1.0
3701,Shaft,21360215,21360215,0,2019.csv,2019,1.0,0.0
3702,Unplanned,21354152,19005109,2349043,2019.csv,2019,0.8899959595679566,0.11000404043204338
3703,Waist Deep,21353303,21344312,8991,2006.csv,2006,0.9995789410191014,0.000421058980898646
3704,Rurouni Kenshin: Final Chapter Part II - The Beginning,21318560,0,21318560,2021.csv,2021,0.0,1.0
3705,Hotel Mumbai,21314816,9651611,11663205,2019.csv,2019,0.4528123067072219,0.5471876932927782
3706,Integrity,21290004,0,21290004,2019.csv,2019,0.0,1.0
3707,New York Minute,21289826,14071441,7218385,2004.csv,2004,0.6609467357788645,0.33905326422113546
3708,Arn: The Knight Templar,21287566,0,21287566,2007.csv,2007,0.0,1.0
3709,Stigmatized Properties,21276720,0,21276720,2020.csv,2020,0.0,1.0
3710,Michael Jordan to the Max,21268532,18650521,2618011,2000.csv,2000,0.8769068311813905,0.12309316881860957
3711,Astral City: A Spiritual Journey,21218935,0,21218935,2010.csv,2010,0.0,1.0
3712,The Prison,21205329,207481,20997848,2017.csv,2017,0.009784380143312088,0.9902156198566879
3713,Red Dog,21185162,0,21185162,2011.csv,2011,0.0,1.0
3714,ATL,21170563,21170563,0,2006.csv,2006,1.0,0.0
3715,Three Kingdoms,21159916,0,21159916,2008.csv,2008,0.0,1.0
3716,Penelope,21156270,10011996,11144274,2007.csv,2007,0.47324013164891543,0.5267598683510846
3717,Mindhunters,21148829,4480744,16668085,2004.csv,2004,0.2118672386069224,0.7881327613930776
3718,The Jacket,21126225,6303762,14822463,2005.csv,2005,0.2983856320757731,0.7016143679242269
3719,Wish Dragon,21120000,0,21120000,2021.csv,2021,0.0,1.0
3720,Spencer,21115944,7086632,14029312,2021.csv,2021,0.3356057394355658,0.6643942605644342
3721,Beasts of the Southern Wild,21107746,12795746,8312000,2012.csv,2012,0.6062109142302546,0.39378908576974536
3722,Pokémon the Movie: Secrets of the Jungle,21097921,0,21097921,2020.csv,2020,0.0,1.0
3723,The Secret Mission,21083522,0,21083522,2019.csv,2019,0.0,1.0
3724,My Girlfriend Is an Agent,21056256,0,21056256,2009.csv,2009,0.0,1.0
3725,Black Lightning,20984902,0,20984902,2009.csv,2009,0.0,1.0
3726,71: Into the Fire,20967660,176638,20791022,2010.csv,2010,0.008424306765752593,0.9915756932342474
3727,Once,20936722,9439923,11496799,2007.csv,2007,0.45087874787657783,0.5491212521234222
3728,The Spy Next Door 2010 Re-release,20929457,0,20929457,2010.csv,2010,0.0,1.0
3729,Amores perros,20908467,5408467,15500000,2001.csv,2001,0.2586735316367288,0.7413264683632712
3730,The Devil's Rejects,20901859,17044981,3856878,2005.csv,2005,0.8154767956285611,0.18452320437143893
3731,Pokémon Heroes,20867919,746381,20121538,2002.csv,2002,0.035766910921975495,0.9642330890780245
3732,A Moment to Remember,20865847,0,20865847,2005.csv,2005,0.0,1.0
3733,G.O.R.A.,20839049,0,20839049,2004.csv,2004,0.0,1.0
3734,Vicky and the Treasure of the Gods,20796153,0,20796153,2011.csv,2011,0.0,1.0
3735,Love Aaj Kal,20794985,2430083,18364902,2009.csv,2009,0.11685908886205015,0.8831409111379499
3736,Le Grand Chef,20794760,0,20794760,2007.csv,2007,0.0,1.0
3737,Best in Show,20789556,18715392,2074164,2000.csv,2000,0.900230481112728,0.09976951888727205
3738,I Love You Phillip Morris,20768906,2037459,18731447,2009.csv,2009,0.09810141179318738,0.9018985882068127
3739,Pandemic,20712567,0,20712567,2009.csv,2009,0.0,1.0
3740,Bobby,20704591,11242801,9461790,2006.csv,2006,0.5430100502830507,0.45698994971694923
3741,The Photograph,20690779,20578185,112594,2020.csv,2020,0.9945582522533347,0.005441747746665314
3742,Pandorum,20648328,10330853,10317475,2009.csv,2009,0.5003239487478115,0.49967605125218856
3743,Super Size Me,20645757,11536423,9109334,2004.csv,2004,0.5587793656585225,0.4412206343414775
3744,The Front Line,20629645,11018,20618627,2011.csv,2011,0.0005340857780150847,0.9994659142219849
3745,Polisse,20590872,211440,20379432,2011.csv,2011,0.010268627768653994,0.989731372231346
3746,Hollywoo,20587850,0,20587850,2011.csv,2011,0.0,1.0
3747,Walk Hard: The Dewey Cox Story,20576198,18317151,2259047,2007.csv,2007,0.8902106696290539,0.10978933037094608
3748,The 11 Commandments,20537839,0,20537839,2004.csv,2004,0.0,1.0
3749,Country Strong,20529194,20218921,310273,2010.csv,2010,0.9848862551544888,0.015113744845511227
3750,Yarn,20474270,0,20474270,2020.csv,2020,0.0,1.0
3751,One Hundred Thousand Bad Jokes 2,20460352,0,20460352,2017.csv,2017,0.0,1.0
3752,My Life in Ruins,20455482,8665206,11790276,2009.csv,2009,0.4236128975107993,0.5763871024892007
3753,Detective Conan: Jolly Roger in the Deep Azure,20440213,0,20440213,2007.csv,2007,0.0,1.0
3754,Doraemon: Nobita and the Wind Wizard,20428491,0,20428491,2003.csv,2003,0.0,1.0
3755,Beerfest,20387597,19185184,1202413,2006.csv,2006,0.9410223284284067,0.05897767157159326
3756,Ladies in Lavender,20377075,6765081,13611994,2004.csv,2004,0.3319947048337409,0.6680052951662592
3757,The Namesake,20354321,13569248,6785073,2007.csv,2007,0.6666519605345715,0.3333480394654285
3758,Violet Evergarden: The Movie,20339624,0,20339624,2020.csv,2020,0.0,1.0
3759,Brahms: The Boy II,20311536,12611536,7700000,2020.csv,2020,0.6209050856616654,0.37909491433833464
3760,Scabbard Samurai,20251745,0,20251745,2011.csv,2011,0.0,1.0
3761,Ong-Bak: The Thai Warrior,20235426,4563167,15672259,2003.csv,2003,0.22550387622182996,0.77449612377817
3762,Beck,20219060,0,20219060,2010.csv,2010,0.0,1.0
3763,How Not to Rescue a Princess,20157447,0,20157447,2010.csv,2010,0.0,1.0
3764,Serving Sara,20146150,16930185,3215965,2002.csv,2002,0.8403682589477394,0.1596317410522606
3765,Melinda and Melinda,20129327,3826280,16303047,2004.csv,2004,0.19008484486341745,0.8099151551365825
3766,Cado dalle nubi,20123466,0,20123466,2009.csv,2009,0.0,1.0
3767,Mulholland Drive,20117339,7220243,12897096,2001.csv,2001,0.35890646372266233,0.6410935362773377
3768,This Is Tomas,20084169,0,20084169,2019.csv,2019,0.0,1.0
3769,I Heart Huckabees,20072172,12785432,7286740,2004.csv,2004,0.6369730191630483,0.3630269808369518
3770,Evening,20016753,12492481,7524272,2007.csv,2007,0.6241012715698695,0.3758987284301305
3771,Asterix & Obelix: Mission Cleopatra 2002 Re-release,20015611,3115188,16900423,2002.csv,2002,0.155637916824023,0.8443620831759769
3772,The Divine Weapon,19991573,0,19991573,2008.csv,2008,0.0,1.0
3773,Kaiji 2: The Ultimate Gambler,19971259,0,19971259,2011.csv,2011,0.0,1.0
3774,About Her Brother,19969473,0,19969473,2010.csv,2010,0.0,1.0
3775,Himalaya 2001 Re-release,19960881,2487878,17473003,2001.csv,2001,0.12463768508013248,0.8753623149198675
3776,Crazy/Beautiful,19937988,16937988,3000000,2001.csv,2001,0.8495334634567941,0.15046653654320585
3777,Ballistic: Ecks vs. Sever,19924033,14307963,5616070,2002.csv,2002,0.7181258432968868,0.2818741567031133
3778,Get Over It,19900366,11576464,8323902,2001.csv,2001,0.5817211603042879,0.4182788396957121
3779,Jaane Tu,19852786,604037,19248749,2008.csv,2008,0.030425805224516097,0.9695741947754839
3780,Blindness,19844979,3351751,16493228,2008.csv,2008,0.1688966765850445,0.8311033234149555
3781,Lorelei: The Witch of the Pacific Ocean,19806585,0,19806585,2005.csv,2005,0.0,1.0
3782,Trick the Movie: Psychic Battle Royale,19795115,0,19795115,2010.csv,2010,0.0,1.0
3783,Ice 2,19788995,0,19788995,2020.csv,2020,0.0,1.0
3784,The Diving Bell and the Butterfly,19780116,6003227,13776889,2007.csv,2007,0.3034980684643103,0.6965019315356897
3785,Two Days in Paris,19776159,4433994,15342165,2007.csv,2007,0.22420905899876714,0.7757909410012328
3786,Hello Ghost,19774455,0,19774455,2010.csv,2010,0.0,1.0
3787,Summer Catch,19772447,19753553,18894,2001.csv,2001,0.9990444278343494,0.0009555721656505136
3788,The Perfect Man,19770475,16535005,3235470,2005.csv,2005,0.8363483932480125,0.1636516067519875
3789,Thomas and the Magic Railroad,19748009,15933506,3814503,2000.csv,2000,0.8068411352253283,0.1931588647746717
3790,Another Year,19722766,3205706,16517060,2010.csv,2010,0.1625383579564854,0.8374616420435146
3791,Stillwater,19672073,14465535,5206538,2021.csv,2021,0.7353335360233769,0.2646664639766231
3792,Solomon Kane,19652185,0,19652185,2009.csv,2009,0.0,1.0
3793,Youth in Revolt,19651093,15281286,4369807,2010.csv,2010,0.7776303333356572,0.2223696666643428
3794,Amelia,19643086,14246488,5396598,2009.csv,2009,0.7252673027038623,0.2747326972961377
3795,Don,19640129,2223961,17416168,2006.csv,2006,0.11323555970533594,0.8867644402946641
3796,Shackleton's Antarctic Adventure,19613216,15553324,4059892,2001.csv,2001,0.7930022287013002,0.2069977712986998
3797,Drop,19611028,0,19611028,2009.csv,2009,0.0,1.0
3798,Movie: Marrying the Mafia 3 - Family Hustle,19606487,0,19606487,2006.csv,2006,0.0,1.0
3799,S1m0ne,19576023,9688676,9887347,2002.csv,2002,0.49492565471546496,0.5050743452845351
3800,Hot Summer Days,19573451,0,19573451,2010.csv,2010,0.0,1.0
3801,Soul Snatcher,19561221,0,19561221,2020.csv,2020,0.0,1.0
3802,View from the Top,19526014,15614000,3912014,2003.csv,2003,0.7996511730453537,0.20034882695464626
3803,Il cosmo sul comò,19494191,0,19494191,2008.csv,2008,0.0,1.0
3804,High Security Vacation,19487557,0,19487557,2009.csv,2009,0.0,1.0
3805,The Lion King 2002 IMAX Release,19486215,15686215,3800000,2002.csv,2002,0.8049903483051993,0.19500965169480067
3806,2046,19470239,1444588,18025651,2004.csv,2004,0.0741946721866126,0.9258053278133874
3807,Vanity Fair,19463185,16136476,3326709,2004.csv,2004,0.8290768443088836,0.17092315569111632
3808,Buried,19439764,1044143,18395621,2010.csv,2010,0.05371171172654154,0.9462882882734585
3809,The Turning,19428166,15472775,3955391,2020.csv,2020,0.7964094500736714,0.2035905499263286
3810,Kamen Rider Decade: All Riders vs. Dai-Shocker,19418091,0,19418091,2009.csv,2009,0.0,1.0
3811,Get Carter,19412993,14967182,4445811,2000.csv,2000,0.7709878636436948,0.2290121363563053
3812,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
3813,Tuck Everlasting,19344615,19161999,182616,2002.csv,2002,0.9905598534786038,0.009440146521396265
3814,Rock Star,19334145,17008282,2325863,2001.csv,2001,0.8797017918299465,0.12029820817005354
3815,Ballad,19328678,0,19328678,2009.csv,2009,0.0,1.0
3816,Duplex,19322135,9692135,9630000,2003.csv,2003,0.5016078709728505,0.4983921290271494
3817,The White Ribbon,19319671,2222862,17096809,2009.csv,2009,0.115056928246863,0.884943071753137
3818,Celda 211,19300483,0,19300483,2009.csv,2009,0.0,1.0
3819,Deep Blue,19288261,132261,19156000,2003.csv,2003,0.006857072288683775,0.9931429277113162
3820,Mapado,19286223,0,19286223,2005.csv,2005,0.0,1.0
3821,O,19260537,16025437,3235100,2001.csv,2001,0.8320347973683184,0.16796520263168155
3822,Les Tuche 4,19259766,0,19259766,2021.csv,2021,0.0,1.0
3823,The Servant,19259164,0,19259164,2010.csv,2010,0.0,1.0
3824,Fate/Stay Night: Heaven's Feel - III. Spring Song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
3825,Half Past Dead,19233280,15567860,3665420,2002.csv,2002,0.809423041727672,0.19057695827232796
3826,Windstruck,19225992,0,19225992,2004.csv,2004,0.0,1.0
3827,Martin Lawrence Live: Runteldat,19184820,19184820,0,2002.csv,2002,1.0,0.0
3828,Lyubov 2 Morkov,19171562,0,19171562,2008.csv,2008,0.0,1.0
3829,How to Lose Friends & Alienate People,19152009,2778752,16373257,2008.csv,2008,0.14508932196094937,0.8549106780390506
3830,The Weather Man,19126398,12482775,6643623,2005.csv,2005,0.6526464104741521,0.347353589525848
3831,Norwegian Wood,19115721,13000,19102721,2010.csv,2010,0.000680068515333531,0.9993199314846665
3832,Bhool Bhulaiyaa,19073095,1097797,17975298,2007.csv,2007,0.05755736025013245,0.9424426397498675
3833,Dear Evan Hansen,19023625,15002646,4020979,2021.csv,2021,0.7886323453074795,0.21136765469252047
3834,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
3835,A Mighty Heart,19008745,9176787,9831958,2007.csv,2007,0.4827665897985375,0.5172334102014625
3836,Akeelah and the Bee,18948425,18848430,99995,2006.csv,2006,0.9947227803893991,0.005277219610600881
3837,The Corsican File,18922216,0,18922216,2004.csv,2004,0.0,1.0
3838,The Man Who Wasn't There,18916623,7504257,11412366,2001.csv,2001,0.3967017263070687,0.6032982736929313
3839,The Curse of the Jade Scorpion,18914307,7517191,11397116,2001.csv,2001,0.3974341222229289,0.602565877777071
3840,Feardotcom,18902015,13258249,5643766,2002.csv,2002,0.7014198750768106,0.2985801249231894
3841,The Pioneer,18900000,0,18900000,2021.csv,2021,0.0,1.0
3842,The Green Knight,18888418,17173321,1715097,2021.csv,2021,0.9091984834304281,0.09080151656957189
3843,An Officer and a Spy,18878658,0,18878658,2019.csv,2019,0.0,1.0
3844,Head Over Heels,18876082,0,18876082,2010.csv,2010,0.0,1.0
3845,The Wild Guys 4,18873863,0,18873863,2007.csv,2007,0.0,1.0
3846,Antlers,18867659,10619670,8247989,2021.csv,2021,0.5628504309941154,0.43714956900588464
3847,Dog,18857076,17385059,1472017,2022.csv,2022,0.9219382156597343,0.07806178434026569
3848,Kitaro,18856642,0,18856642,2007.csv,2007,0.0,1.0
3849,The Counterfeiters,18814713,5488570,13326143,2007.csv,2007,0.291716913247627,0.708283086752373
3850,Sinkhole,18804231,0,18804231,2021.csv,2021,0.0,1.0
3851,Swing Girls,18758613,0,18758613,2004.csv,2004,0.0,1.0
3852,A Mighty Wind,18750246,17781006,969240,2003.csv,2003,0.948307878200638,0.051692121799361994
3853,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
3854,Mobile Suit Gundam: Hathaway,18731309,0,18731309,2021.csv,2021,0.0,1.0
3855,Look at Me,18729751,1737308,16992443,2004.csv,2004,0.09275659884640218,0.9072434011535978
3856,Iznogoud- Caliph Instead of the Caliph,18725588,0,18725588,2005.csv,2005,0.0,1.0
3857,Detective Conan: Strategy Above the Depths,18723952,0,18723952,2005.csv,2005,0.0,1.0
3858,3000 Miles to Graceland,18720175,15749959,2970216,2001.csv,2001,0.8413360986208729,0.15866390137912706
3859,The Ninth Gate,18661336,18661336,0,2000.csv,2000,1.0,0.0
3860,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
3861,Peppa Celebrates Chinese New Year,18653040,131225,18521815,2019.csv,2019,0.0070350462980833155,0.9929649537019167
3862,Waiting...,18637690,16124543,2513147,2005.csv,2005,0.8651578065736687,0.13484219342633127
3863,Max Keeble's Big Move,18634654,17294293,1340361,2001.csv,2001,0.9280715917773413,0.07192840822265871
3864,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",18623382,0,18623382,2001.csv,2001,0.0,1.0
3865,An Unfinished Life,18618284,8586392,10031892,2005.csv,2005,0.46118063297347917,0.5388193670265208
3866,My Father and My Son,18612999,0,18612999,2005.csv,2005,0.0,1.0
3867,De-Lovely,18611951,13456633,5155318,2004.csv,2004,0.7230103388946167,0.2769896611053833
3868,Ho voglia di te,18594142,0,18594142,2007.csv,2007,0.0,1.0
3869,Empire,18591272,17600423,990849,2002.csv,2002,0.9467035391661205,0.05329646083387947
3870,Keeping Mum,18575768,1619466,16956302,2005.csv,2005,0.0871816443874622,0.9128183556125378
3871,See No Evil,18564467,15032800,3531667,2006.csv,2006,0.8097620039401078,0.19023799605989228
3872,Turetskiy gambit,18520000,0,18520000,2005.csv,2005,0.0,1.0
3873,Saawariya,18513120,885574,17627546,2007.csv,2007,0.04783494084195425,0.9521650591580457
3874,My Baby's Daddy,18490423,17669317,821106,2004.csv,2004,0.955592903418164,0.044407096581835906
3875,Hanbando,18483140,0,18483140,2006.csv,2006,0.0,1.0
3876,Loser,18404706,15618626,2786080,2000.csv,2000,0.848621325437092,0.151378674562908
3877,Bandidas,18381890,0,18381890,2006.csv,2006,0.0,1.0
3878,As It Is in Heaven,18318233,0,18318233,2005.csv,2005,0.0,1.0
3879,The World's Fastest Indian,18297690,5128124,13169566,2005.csv,2005,0.28026073236567023,0.7197392676343298
3880,Quai des illusions,18291248,0,18291248,2004.csv,2004,0.0,1.0
3881,Friends with Money,18245244,13368437,4876807,2006.csv,2006,0.7327080416134747,0.26729195838652525
3882,Daddy Day Camp,18197398,13235267,4962131,2007.csv,2007,0.7273164548030439,0.2726835451969562
3883,Antitrust,18195610,11328094,6867516,2001.csv,2001,0.6225729173135718,0.3774270826864282
3884,My Boss's Daughter,18191005,15550605,2640400,2003.csv,2003,0.8548513399891869,0.14514866001081303
3885,Voice of a Murderer,18160598,0,18160598,2007.csv,2007,0.0,1.0
3886,All the Pretty Horses,18133495,15540353,2593142,2000.csv,2000,0.8569971205219954,0.14300287947800466
3887,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
3888,The Stronghold,18066143,0,18066143,2021.csv,2021,0.0,1.0
3889,Krrish,18041250,1430721,16610529,2006.csv,2006,0.07930276449802535,0.9206972355019747
3890,The Country Bears,18012097,16990825,1021272,2002.csv,2002,0.9433007716980427,0.05669922830195729
3891,Quills,17989227,7065332,10923895,2000.csv,2000,0.3927535074186345,0.6072464925813655
3892,Night Watch 2005 Re-release,17939389,1502188,16437201,2005.csv,2005,0.08373685413700545,0.9162631458629945
3893,"Carry On, Munna Bhai",17897527,2217562,15679965,2006.csv,2006,0.12390326328324577,0.8760967367167543
3894,My Tutor Friend,17896209,0,17896209,2003.csv,2003,0.0,1.0
3895,Flyboys,17834865,13090630,4744235,2006.csv,2006,0.7339909777842445,0.2660090222157555
3896,The New World,17823920,0,17823920,2003.csv,2003,0.0,1.0
3897,Battle of the Warriors,17812601,0,17812601,2006.csv,2006,0.0,1.0
3898,Jail Breakers,17797711,0,17797711,2002.csv,2002,0.0,1.0
3899,The Last Kiss,17720347,1048950,16671397,2002.csv,2002,0.05919466475458974,0.9408053352454102
3900,Joyeux Noel,17709155,1054361,16654794,2005.csv,2005,0.059537623336630124,0.9404623766633698
3901,The Promised Neverland,17698106,0,17698106,2020.csv,2020,0.0,1.0
3902,Memories of Tomorrow,17696020,140200,17555820,2006.csv,2006,0.007922685440002894,0.9920773145599971
3903,Grave Decisions,17685834,0,17685834,2006.csv,2006,0.0,1.0
3904,You Are My Sunshine,17650142,0,17650142,2005.csv,2005,0.0,1.0
3905,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
3906,Palais royal!,17612135,0,17612135,2005.csv,2005,0.0,1.0
3907,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
3908,Orchestra Seats,17574836,2044858,15529978,2006.csv,2006,0.11635146979465413,0.8836485302053458
3909,Deliver Us from Eva,17573594,17573594,0,2003.csv,2003,1.0,0.0
3910,Roll Bounce,17500866,17380866,120000,2005.csv,2005,0.9931431964566781,0.006856803543321799
3911,Annapolis,17496992,17127992,369000,2006.csv,2006,0.9789106607581464,0.021089339241853685
3912,Rebound,17492014,16809014,683000,2005.csv,2005,0.9609536100302687,0.03904638996973133
3913,Bo Gia,17480489,350000,17130489,2021.csv,2021,0.020022323174140037,0.97997767682586
3914,"Paris, je t'aime",17471727,4899278,12572449,2006.csv,2006,0.2804117761226466,0.7195882238773534
3915,A Guy Thing,17432163,15545431,1886732,2003.csv,2003,0.8917671891893163,0.10823281081068367
3916,Frailty,17423030,13110448,4312582,2002.csv,2002,0.7524780706914929,0.2475219293085072
3917,The Dry,17392594,364237,17028357,2021.csv,2021,0.02094207454046245,0.9790579254595375
3918,Stormy Night,17379776,0,17379776,2005.csv,2005,0.0,1.0
3919,The Matador,17347231,12594698,4752533,2005.csv,2005,0.7260350657692862,0.27396493423071383
3920,Would I Lie to You? 2,17317084,0,17317084,2003.csv,2003,0.0,1.0
3921,The Importance of Being Earnest,17290970,8384929,8906041,2002.csv,2002,0.4849310940913089,0.515068905908691
3922,Gintama: The Final,17252960,0,17252960,2021.csv,2021,0.0,1.0
3923,Railway Heroes,17222703,0,17222703,2021.csv,2021,0.0,1.0
3924,Promising Young Woman,17135557,6460965,10674592,2020.csv,2020,0.3770501886807648,0.6229498113192352
3925,Digimon Adventure: Last Evolution Kizuna,17096687,0,17096687,2020.csv,2020,0.0,1.0
3926,Kinsey,17050017,10254979,6795038,2004.csv,2004,0.6014644442876509,0.39853555571234917
3927,Kung Pow: Enter the Fist,16994625,16037962,956663,2002.csv,2002,0.9437079076472709,0.056292092352729174
3928,Dead Weight,16987957,0,16987957,2002.csv,2002,0.0,1.0
3929,Bye Bye Morons,16955173,0,16955173,2020.csv,2020,0.0,1.0
3930,Jason X,16951798,13121555,3830243,2001.csv,2001,0.7740509295828089,0.22594907041719114
3931,Catch That Kid,16951702,16703799,247903,2004.csv,2004,0.9853759227244556,0.014624077275544368
3932,Sugar & Spice,16908947,13305101,3603846,2001.csv,2001,0.7868675086627216,0.21313249133727843
